ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,Программист,Не указано,"Мужчина, 48 лет","Санкт-Петербург , готов к переезду (Москва) , не готов к командировкам",Не указано,Опыт не указан,Не указано,Не указано,"Русский — Родной, Английский — C1 — Продвинутый, Китайский — A1 — Начальный, Французский — A1 — Начальный",Не указано,Не указано,"Русский — Родной, Английский — C1 — Продвинутый, Китайский — A1 — Начальный, Французский — A1 — Начальный",https://hh.ru/resume/156e39410004fa29b70039ed1f6a6d36364139
Кандидат,Инженер-программист,40 000 ₽ на руки,"Женщина, 26 лет","Барнаул , не готова к переезду , не готова к командировкам",Не указано,Опыт работы 5 лет,Инженер-программист в ФГБОУ ВО ГАГУ,Работаю инженером программистом в приёмной комиссии университета,"Дизайн, Русский — Родной",Не указано,"ФГБОУ ВО ГАГУ Экономико-юридический , Прикладная информатика (в экономике); Обеспечение безопасности персональных данных при их обработке в информационных системах персональных данных ООО «Институт мониторинга и оценки информационной безопасности»",Русский — Родной,https://hh.ru/resume/6ebba35d0006fb16df0039ed1f716e55574275
Кандидат,"Менеджер по продажам, продавец-консультант, системный администратор, администратор",25 000 ₽ на руки,"Мужчина, 42 года","Ростов-на-Дону , не готов к переезду , готов к командировкам",Не указано,Опыт работы 15 лет 10 месяцев,Программист в Поликлиника № 16,"Администрирование сайта поликлиники, прокладка лвс, настройка оборудования, ввод в работу настройка и администрирование единой государственной информационной системы в сфере здравоохранения (ЕГИ СЗ) подключение и настройка оборудования, ремонт и сборка ПК.","Настройка ПК, Настройка ПО, Администрирование сайтов, Розничная торговля, Прямые продажи, Настройка сетевых подключений, Windows 7, Администрирование сетевого оборудования, Управление персоналом, Ремонт ПК, Пользователь ПК, Сборка ПК, Администрирование, Работа в команде, Организаторские навыки, Русский — Родной","Коммуникабельность, пунктуальность, ответственность, исполнительность, целеустремленность, уверенный пользователь пк, 1С, ofice.","ПУ-7 Автослесарь , Красный",Русский — Родной,https://hh.ru/resume/c63ecf000000f53b880039ed1f476557614e31
Кандидат,Программист,Не указано,"Мужчина, 29 лет","Новая Каховка , не готов к переезду , не готов к командировкам",Не указано,Опыт не указан,Не указано,Не указано,Украинский — Родной,Не указано,"Новокаховский гуманитарный институт Открытого международного университета развития человека ""Украина"", Новая Каховка Экономики и чегототам , Компьютерная инженерия; новокаховский приборостроительный техникум Копьютерная чототам , Программист",Украинский — Родной,https://hh.ru/resume/91221deb000363b6d90039ed1f6c4a4f57396f
Кандидат,Программист C#,Не указано,"Мужчина, 29 лет","Воронеж , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 9 лет 4 месяца,Инженер-программист в NetCracker Technology Corp. (Россия),Бэкенд в Research and Special Ops отделе.,"C++, Qt, C#, Delphi, unity3d, MS SQL, XAML, Java, Русский — Родной, Английский — B2 — Средне-продвинутый","Стараюсь постоянно развиваться, люблю решать интересные и сложные задачи, легко обучаем, полностью погружаюсь в разработку","Воронежский государственный технический университет, Воронеж Факультет Информационных Технологий и Компьютерной Безопасности , Автоматизированные системы; Воронежский государственный технический университет, Воронеж Факультет Информационных Технологий и Компьютерной Безопасности , ИНФОРМАТИКА И ВЫЧИСЛИТЕЛЬНАЯ ТЕХНИКА","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/199d1c090002b3ed980039ed1f31486a4c6a4a
Кандидат,Специалист по SharePoint,Не указано,"Мужчина, 53 года","Санкт-Петербург , м. Международная , не готов к переезду , готов к командировкам",Не указано,Опыт работы 28 лет 3 месяца,программист в ТРК Петербург,"-Анализ задач, поставленных бизнес -руководством компании. - Формирование функциональных требований и технических заданий. -Разработка и внедрение решений на базе SharePoint. -Тестирование, презентация внутреннему Заказчику, -Обучение, поддержка.","Русский — Родной, Английский — A1 — Начальный","Ответственный, стрессоустойчивый, пунктуальный, коммуникабельный, готов к обучению. Хобби: фотосъемка. Женат, есть дети.","Санкт-Петербургский государственный политехнический университет, Санкт-Петербург Факультет технической кибернетики , Инженер-системотехник","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/6b3c3134000016d5670039ed1f736563726574
Кандидат,"Программист PHP, SQL",Не указано,"Мужчина, 29 лет","Москва , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 4 месяца,Программист в Nordic IT School,- Изучение технологий FrontEnd и Backend разработки - Верстка сайтов - Работа с библиотекой jQuery - Работа с Vue.js - Работа с MySQL - Работа с Git,"MS Visual Studio, Английский язык, Mathcad, Пользователь ПК, Работа в команде, Организаторские навыки, Грамотная речь, PHP, HTML, JavaScript, MySQL, jQuery, MS Access, CSS, Git, SQL, Русский — Родной","Инициативен, внимателен. Легко и самостоятельно обучаюсь. Учавствовал в командной разработке проекта.","Московский государственный технический университет ""МАМИ"", Москва Факультет информационных технологий , Веб разработка; Московский государственный технический университет им. Н.Э. Баумана, Москва РК , Компьютерные системы автоматизации производства; Nordic IT School Nordic IT School , Junior Web Developer; Autodesk Специалист , AutoCAD 2013 Основы проектирования; Autodesk Специалист , AutoCAD 2013 3D-моделирование и визуаллизация; University of Cambridge Language Link , Preliminary English Test Reference Number 126RU0085014",Русский — Родной,https://hh.ru/resume/7f80d1d6000681ea050039ed1f74624a466476
Кандидат,Программист,Не указано,"Мужчина, 25 лет","Краснодар , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 7 лет 9 месяцев,Менеджер по продажам мебели в Мебельное производство «Paradise»,Неоднократно получал премию за привлечения крупных клиентов (которые покупают мебель в больших количествах). Так же в этой же компании ввёл базу данных на Access. Ездил по городам и предлагал продукцию компании.,"MS Access, MS Excel, HTML5, CSS3, MS Word, MS PowerPoint, Turbo Pascal, Object Pascal/Delphi, B2B Продажи, Mac Os, Свободное владение ПК, Windows 7-10, Частичное знание SQL, NetEmul, Небольшой опыт работы с конфигуратором 1С, Русский — Родной, Английский — A1 — Начальный","Быстро усваиваю новую информацию, усидчивый, стрессоустойчивый, общительный, аналитический склад ума. Изучаю английский и язык программирования Python","Кубанский государственный университет, Краснодар ИНСПО , Программирование в компьютерных системах","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/2b8d4b96000765fcb40039ed1f6b4873443665
Кандидат,Программист,Не указано,"Мужчина, 31 год","Дзержинск (Нижегородская область) , готов к переезду (Нижний Новгород) , готов к командировкам",Не указано,Опыт не указан,Не указано,Не указано,"Java, JavaScript, MySQL, ООП, HTML, SQL, C++, Android, phpMyAdmin, MS SQL Server, MS Visual Studio, Базы данных, Русский — Родной, Английский — A1 — Начальный","Являюсь выпускников очного отделения НГТУ, специальность – информационные системы и технологии, бюджетная форма обучения, окончил с отличием. Ищу работу связанную с полученной в специальностью в области IT-технологий и способствующую профессиональному росту. Профессиональные навыки: C++, basic, основы HTML (создавал UI для базы данных и простые сайты), основы phpMyAdmin, AutoCAD, понимаю принципы и основы ООП, имею опыт в проектировании и создании баз данных (работал с MySQL, SQL Server), проходил практику в компании MERA на тему: разработка REST приложения на платформе Android для работы с On-line Analytical Processing (имею небольшой опыт в разработке android приложений и работы с Java и Android Studio). В данный момент занимаю изучением JavaScript. Свой код всегда держу в порядке, оставляю комментарии, есть опыт работы с чужим кодом. Базовые знания английского языка. Легко обучаемый, ответственный, добросовестный и пунктуальный, без вредных привычек, умею работать в коллективе. Увлекаюсь баскетболом и триатлоном. Есть права категории В,С. Холост, детей нет. С 2016 по 2017 год проходил службу в армии.","Нижегородский государственный технический университет им. Р.Е. Алексеева, Нижний Новгород АТИС , Информационные системы и технологии","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/cd3238bc0003edcfcc0039ed1f565061535a6e
Кандидат,Программист,12 000 ₽ на руки,"Мужчина, 35 лет","Батайск , готов к переезду (Ростов-на-Дону) , не готов к командировкам",Не указано,Опыт работы 7 месяцев,Специалист склада в М.Видео,Сортировка товара на складе после прибытия. Работа с базой данных по товару. Вывоз товара на витрину.,"Русский — Родной, Английский — A1 — Начальный",Не указано,Донской Государственный Технический Университет Программное обеспечение вычислительной техники и автоматизированных систем; ростовский электротехнический колледж Программное обеспечение вычислительной техники и автоматизированных систем,"Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/8b3a01730004d5d6bb0039ed1f56664f315131
Кандидат,Программист,21 000 ₽ на руки,"Мужчина, 27 лет","Томск , не готов к переезду , не готов к командировкам",Не указано,Опыт не указан,Не указано,Не указано,"Python, JavaScript, MySQL, Git, CSS, Django Framework, ООП, CSS3, HTML5, Русский — Родной",В последние годы проходил обучение без возможности работать.,"Национальный исследовательский Томский государственный университет, Томск Инновационных технологий , Прикладная информатика",Русский — Родной,https://hh.ru/resume/9589a43700071129ff0039ed1f4a416252534b
Кандидат,программист,70 000 ₽ на руки,"Мужчина, 42 года","Электросталь (Московская область) , готов к переезду , не готов к командировкам",Не указано,Опыт работы 20 лет 1 месяц,"Инженер-конструктор в ООО ""Криомаш-БЗКМ""",Контроль документации. Разработка емкостного оборудования. Проведение расчетов на прочность. Выпуск конструкторской документации,"C#, ASP.NET, MS SQL Server, MS Visual Studio, Visual Studio C#, SQL Server, производство, Solid Works, Autodesk Inventor, Электронный документооборот, C++, Работа с базами данных, Русский — Родной, Английский — B2 — Средне-продвинутый, Польский — A1 — Начальный","Программирование ASP.NET, C#, C++ и связь их с базами данных SQL Server 2005, 2012. Администрирование сетей. EmguCV. AForge. Среда разработки - Visual Studio.","Московский Государственный Технический Университет им.Н.Э.Баумана Специальное машиностроение , Диплом с отличием; Инженер-разработчик Windows ориентированных приложений (C++, C#, ASP.NET) МИПК МГТУ им. Н.Э.Баумана , диплом; Курсы программирования National Instruments офис National Instruments , сертификаты","Русский — Родной, Английский — B2 — Средне-продвинутый, Польский — A1 — Начальный",https://hh.ru/resume/9ef43e260000b073330039ed1f736563726574
Кандидат,Программист,15 000 ₽ на руки,"Мужчина, 29 лет","Сургут , не готов к переезду , готов к редким командировкам",Не указано,Опыт не указан,Не указано,Не указано,"Русский — Родной, Английский — A1 — Начальный",Не указано,"Сургутский государственный университет, Сургут Информатика и вычислительная техника , АСОИиУ; Оператор Электронно-вычислительных и вычислительных машин, второй разряд Новый Уренгой, МАОУДО МУК ""Эврика"" , Информационные технологии","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/cf7f874d000225db200039ed1f447970355470
Кандидат,Программист,Не указано,"Мужчина, 32 года","Новосибирск , м. Площадь Гарина-Михайловского , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 7 месяцев,"Системный администратор в ООО ""Врачебная практика""","1) Написание программ медицинского назначения и программ для сотрудников (C#, ADO.NET, SQL) Примеры: 1.1 парсер xml-документов 1.2 обработчик снимков с УЗИ-аппарата 1.3 складской учет 1.4 sms-рассылка 1.5 оформление больничных листов (компонент report viewer) 2) Помощь сотрудникам по техническим вопросам.","Visual Studio C#, WPF, ADO.NET, SQL, MS SQL, C++, STL, Русский — Родной, Английский — B2 — Средне-продвинутый","Пунктуальный, внимательный, исполнительный, легко обучаюсь новому.","Новосибирский государственный технический университет, Новосибирск Прикладной математики и информатики , Прикладная математика и информатика","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/d863b76c000250e1960039ed1f724141576d67
Кандидат,Программист,25 000 ₽ на руки,"Мужчина, 36 лет","Майкоп , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 14 лет 1 месяц,Преподаватель в Майкопский государственный гуманитарно-технический колледж,"Опыт работы преподавателем информационных технологий - около 4 лет. Работа с людьми, проведение конкурсов, олимпиад. Участие в конкурсах и олимпиадах в качестве научного руководителя и победа/призовые места в них. Руководитель дипломных и курсовых работ. Работа с ПО колледжа.","Разработка программ, Работа с ПО, Уверенный пользователь ПК, Администрирование, Русский — Родной, Английский — B2 — Средне-продвинутый",Ответственный и пунктуальный. Способен к обучению.,"Адыгейский государственный университет, Майкоп Математики и компьютерных наук , Математичекское обеспечение и администрирование информационных систем","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/4e94407500025d322d0039ed1f664c35537355
Кандидат,Программист,Не указано,"Мужчина, 29 лет","Ярославль , не готов к переезду , готов к редким командировкам",Не указано,Опыт не указан,Не указано,Не указано,Русский — Родной,"Навыки: • Базовые знания JavaScript, С++, C#, Java, Sql(MS SQL) Учебная практика: На практике использовались технологии Java + Google Web Toolkit + Google App Engine. Занимался доработкой существующих проектов компании. Во время работы познакомился с паттерном проектирования MVP. Проекты: • Морской бой против компьютера на (html + css + js) • Писал на заказ бота для сайта cs.money. Бот листает список предметов неподходящие по названию удаляет. Для подошедших по названию отправляет запрос на сервер, затем от туда на сервера steam, в ответ получает необходимую информацию, которую отображает рядом с соответствующим предметом, либо удаляет. После нахождения нужных предметов оповещает в vk и в браузере звуковым сообщением (chrome extension + html + css + js + nodeJS + vkApi) • Интерфейс для базы данных, включающий функции добавления, удаления, изменения элементов таблиц (apache + php + js + ajax + MSSQL) • Курсовая работа: чат с шифрованием сообщений (apache + php + js + ajax + MSSQL) • В целях изучения начал писать приложение «Список покупок», для этого использую: Node.js + MongoDB + Express.js + шаблонизатор Ejs(ejs-locals) • Не большое web-приложение на Java с авторизацией и регистрацией • Приложения с интерфейсами на Java с использованием swing (калькулятор, формы входа, регистрации) • Задание «Календарь» на c# с использованием ООП ( интерфейсы, наследование, абстрактные классы)","Ярославский государственный университет им. П.Г. Демидова, Ярославль Математический , Прикладная математика и информатика",Русский — Родной,https://hh.ru/resume/5f0b79e800032e0a5a0039ed1f44447a6f4135
Кандидат,Программист,Не указано,"Мужчина, 38 лет","Милютинская , готов к переезду (Ростов-на-Дону) , не готов к командировкам",Не указано,Опыт работы 1 год 6 месяцев,Милиционер в ОВД по Милютинскому району,осуществлял охрану общественного порядка и общественной безопасности в ночное время суток совместно со своими напарниками.После был переведен в помощники участового.,Русский — Родной,"хорошо владею компьютером и программным обеспечением и вспомогательной техникой к компьютеру.Настройка,отладка операционной систему и переустановка.Легко обучаем и исполнительный",Таганрогский Технологический Институт Южного Федерального Университета Защита связи и информации; Ростовский на Дону Государственный Коллежд Радиоэлектроники программное обеспечение вычеслительной техники и автоматизированных систем,Русский — Родной,https://hh.ru/resume/47d0e0fa0004d3311b0039ed1f42575a366f35
Кандидат,Программист,Не указано,"Мужчина, 27 лет","Чита , готов к переезду (Краснодар, Минск) , не готов к командировкам",Не указано,Опыт работы 11 месяцев,"Специалист офиса продаж в ПАО ""Вымпелком""","Продажа цифровой техники, консультация клиентов","Пользователь ПК, Работа в команде, Навыки продаж, Грамотная речь, 1c, Русский — Родной","Коммуникабельность, работа в команде, профессиональное владение ПК",ЗабКИТ; Ремонт и модернизация ПК ЗабКИТ,Русский — Родной,https://hh.ru/resume/44ecd59900082e4b450039ed1f6d5234467446
Кандидат,Программист,Не указано,"Мужчина, 31 год","Орехово-Зуево (Московская область) , готов к переезду (Москва) , готов к командировкам",Не указано,Опыт работы 13 лет 9 месяцев,Журналист-копирайтер в 4teller - энциклопедия будущего,"Поиск тематических новостей, корректирование под тематику сайта, поиск фото, размещение новостей на сайте","Наполнение контентом, Обучение и развитие, Стрессоустойчивость, Английский язык, Windows Mobile, Windows Forms, ASP.NET, .NET Framework, C#, Java, CSS, HTML, MySQL, Git, Индивидуальное обучение, Русский — Родной, Английский — B2 — Средне-продвинутый","Профессиональные навыки: легкообучаем, стрессоустойчив, работоспособен, грамотен, отличное знание русского языка, английского - на уровне чтения тех. документации Готов усердно работать на благо компании, учиться новому и совершенствовать собственные навыки и знания","Филиал Казанского (Приволжского) федерального университета, Набережные Челны Автоматизации и прогрессивных технологий , Автоматизированные системы обработки информации и управления, инженер","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/fb95cad9000349616c0039ed1f674b6a796569
Кандидат,Программист,60 000 ₽ на руки,"Мужчина, 32 года","Всеволожск , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 10 лет 8 месяцев,"Инженер 2-ой категории в Концерн Морское подводное оружие – Гидроприбор, ОАО",Разработка алгоритмов цифровой обработки сигналов и программного обеспечения для оцифровки данных поступающих с различных аналоговых датчиков для выделения сигнала от шума. Разработка системы технического зрения для определения опознавательных знаков противника. Разработка системы управления гидролокатора,"Assembler, C#, C/C++, HTML, Java, Linux, Mathcad, MATLAB, MS Excel, MS Office, MS SQL, MS Word, Python, Scilab, SQL Server, TCP/IP, Unix, VPN, Windows, Автоматизация технологических процессов, Компас-3D, Робототехника, Техническое зрение, STL, Java SE, C++, Boost, Русский — Родной, Английский — B2 — Средне-продвинутый","Уверенные навыки программирования на С/С++(STl, Boost, OpenCV), perl, html, php, Java, Python, ASM, Matlab, Scilab. Есть хороший опыт работы с библиотекой OpenCV и понимание принципов SLAM. Так же имею уверенные навыки владения P-CAD, Mathcad и работы с sql-запросами и различными СУБД. Уверенные навыки Python, NumPy, Pandas, scikit-learn Понимаю принципы работы сетевых проколов(TCP/IP, VPN). Опыт работы и администрирования Windows, Linux, Unix и robotOS Умение грамотно работать в команде и анализировать ситуацию, стрессоустойчивость, оптимизм. Я являюсь одним из соавторов научной статьи посвященной использованию технического зрения на мобильных роботах.","Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики, Санкт-Петербург Система управления и робототехники , Цифровое управление в современной технике; Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики, Санкт-Петербург Компьютерных Технологий и Управления , Управление в технических системах","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/3bb8a919000187d9e50039ed1f525a386f4463
Кандидат,Программист,20 000 ₽ на руки,"Мужчина, 36 лет","Тула , не готов к переезду , не готов к командировкам",Не указано,Опыт не указан,Не указано,Не указано,"Русский — Родной, Английский — A1 — Начальный",Не указано,"Российский государственный гуманитарный университет, Москва Институт информационных наук и технологий безопасности , Прикладная информатика (в информационной сфере)","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/e86b900800021818fc0039ed1f766a4b6a3276
Кандидат,Программист,Не указано,"Женщина, 30 лет","Самара , м. Спортивная , не готова к переезду , не готова к командировкам",Не указано,Опыт не указан,Не указано,Не указано,"Русский — Родной, Английский — A1 — Начальный",Не указано,"Поволжская государственная социально-гуманитарная академия, Самара Факультет математики, физики и информатики , Прикладная информатика","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/a0be76cc00022b10ef0039ed1f7a543331384e
Кандидат,Программист,40 000 ₽ на руки,"Мужчина, 32 года","Волжский (Волгоградская область) , не готов к переезду , готов к командировкам",Не указано,Опыт работы 11 лет 11 месяцев,"Электромонтер по ремонту и обслуживанию электрооборудования в Трубная Металлургическая Компания, АО","Ремонт и обслуживание электрооборудования и электрических машин, капитальные ремонты, ремонт роторов, статоров, замена обмотки, средний ремонт","Ответственность, выносливость, Водительское удостоверение категории B, Пользователь ПК, Работа в команде, общительность, Мобильность, быстрая обучаемость, Желание развиваться, Русский — Родной, Английский — A1 — Начальный","Активный отдых, занятие спортом, нет вредных привычек, коммуникабелен, люблю познавать что-то новое, не стою на месте. Есть действующее удостоверение стропальщика, группа по электробезопасности 3, разряд 6 Есть права категории В и личный автомобиль. Мечтаю и хочу найти такую работу, где мой потенциал может раскрыться. Подрывной человек, лёгок на подхват, часто беру инициативу в свои руки.","Волжский Политехнический Техникум Эксплуатация механических электромашин , техник - электрик; Повышение разряда АО ВТЗ , Электромонтер 6 разряда","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/7aed114300032febd80039ed1f314b4b426365
Кандидат,Программист,20 000 ₽ на руки,"Мужчина, 29 лет","Нижневартовск , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 4 месяца,Продавецц-консультант в Сотакс,"Прием товара, кладовщик-оператор","MS Office, Языки программирования (средний уровень), Русский — Родной, Английский — A1 — Начальный","Коммуникабельный, ответственный, креативный, пунктуальный","Нижневартовский государственный гуманитарный университет, Нижневартовск Факультет информационных технологий и математики , Информационная вычислительная технология","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/59d8b5750003815fb20039ed1f34566c613666
Кандидат,Программист,30 000 ₽ на руки,"Женщина, 29 лет","Братск , не готова к переезду , готова к командировкам",Не указано,Опыт не указан,Не указано,Не указано,"Русский — Родной, Английский — A1 — Начальный",Не указано,"Целлюзно-бумажный колледж Энергетический , Программирование в компьютерных системах","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/c1bfd4e7000389a3a10039ed1f415948367a75
Кандидат,Программист,35 000 ₽ на руки,"Женщина, 29 лет","Санкт-Петербург , м. Девяткино , не готова к переезду , готова к редким командировкам",Не указано,Опыт не указан,Не указано,Не указано,"Пользователь ПК, Грамотная речь, Работа с документами, Поиск информации в интернет, MS Office, Electronic Workbench, HTML, CSS, MySQL, Русский — Родной, Английский — A1 — Начальный","В последние годы проходила обучение без возможности устройства на работу, поэтому опыта нет. Ответственна, исполнительна, коммуникабельна, имеется огромное желание работать.","Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича, Санкт-Петербург Институт непрерывного обучения , Информационные системы и технологии; Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича, Санкт-Петербург 09.02.03 , Программирование в компьютерных системах; СПбГУТ ФГБОУВО , Программные решения задач в инфокоммуникациях средствами объектно - ориентированного программирования; СПбГУТ ФГОБУ ВПО , Проектирование интерфейсов программного обеспечения","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/4e956d180003fb4d9c0039ed1f736752486777
Кандидат,программист-разработчик,35 000 ₽ на руки,"Мужчина, 40 лет","Санкт-Петербург , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 1 год 3 месяца,Программист в ГУ-Центр по выплате пенсий ОПФР по Смоленской области,"Разработка прикладного ПО Доработка и внесение изменений в чужой код Сопровождение разработанных программ Обеспечение работоспособности приложений Консультирование пользователей Написание сложных SQL запросов под DB2 Реализация логики пенсионных выплат на SQL Работа с нестандартными компонентами: FastReport, DevExpress, EhLib Работа с ActiveX компонентами Написание ПО регионального уровня Написание клиент-серверных приложений Написание ПО, обменивающегося данными через XML Модульное программирование","Русский — Родной, Английский — C2 — В совершенстве",Не указано,курсы 1С 7.7 Профессионал,"Русский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/19de24900004ebbae20039ed1f494f314f6c37
Кандидат,Системный администратор,30 000 ₽ на руки,"Мужчина, 40 лет","Чебоксары , готов к переезду , готов к командировкам",Не указано,Опыт работы 21 год 7 месяцев,Программист в ООО ВЕРХНЕВОЛГОСАНТЕХМОНТАЖ,"1)обслуживание и установка офисной оргтехники, ПК пользователей,обеспечение ее работоспособности. 2)обеспечение безошибочной работы системного программного обеспечения (ОС Windows, Windows Server). 3) поиск программного обеспечения,установка, корректировка его деятельности; 4)обеспечение постоянной бесперебойной работы сети компании 5)копирование данных (резервное); быстрое и полное восстановление данных при потери части или всей информации 6) помощь пользователям-работникам компании; 7) формирование отчетной документации для руководства и т.д.","Ремонт ПК, Администрирование сетевого оборудования, Настройка ПК, Настройка сетевых подключений, Windows 7, Настройка ПО, Системы видеонаблюдения, Windows Xp, Офисная техника, Сборка ПК, Антивирусная защита сети, Настройка серверов, Работа с оргтехникой, Администрирование, Техническое обслуживание, Windows Vista, Выездное обслуживание, Закупка оргтехники и оборудования, Windows Server 2003, Администрирование серверов Windows, 1С: Предприятие 8, Windows Server 2008 R2, Русский — Родной, Английский — B2 — Средне-продвинутый","Ответственный,исполнительный,внимательный,дисциплинированный,готов к повышению квалификации и саморазвитию.","Чувашский государственный педагогический университет имени И.Я. Яковлева, Чебоксары Факультет дошкольной и коррекционной педагогики и психологии , Специальная педагогика и пихология","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/8f8fdea1000182a17d0039ed1f614b336f394d
